"sample_SRR5343917" "sample_SRR5343918" "sample_SRR5343919" "sample_SRR5343920" "sample_SRR5343921" "sample_SRR5343922" "sample_SRR5343923" "sample_SRR5343924" "sample_SRR5343925" "sample_SRR5343926"
"ENSG00000260307" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260308" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260310" 0 0 0 0 1 0 1 0 6 1
"ENSG00000260311" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260312" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260314" 486 669 922 560 1530 2112 2593 1365 1783 2275
"ENSG00000260316" 2 0 8 17 42 21 5 11 14 3
"ENSG00000260317" 25 52 68 93 105 159 70 69 107 78
"ENSG00000260318" 1 2 6 2 3 1 1 7 4 2
"ENSG00000260322" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260325" 6 15 7 14 24 32 8 11 9 11
"ENSG00000260326" 1 7 1 0 3 1 5 0 0 0
"ENSG00000260327" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260328" 0 0 2 1 0 0 11 8 0 0
"ENSG00000260329" 64 117 196 134 119 131 93 101 155 108
"ENSG00000260331" 0 1 15 10 8 7 5 3 14 6
"ENSG00000260332" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260335" 1 0 8 16 4 4 11 1 18 8
"ENSG00000260337" 1 2 57 40 4 6 31 63 119 5
"ENSG00000260338" 0 0 0 1 0 0 0 1 0 0
"ENSG00000260339" 0 12 11 25 20 18 6 11 6 2
"ENSG00000260340" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260341" 89 67 0 0 0 0 0 0 44 3
"ENSG00000260342" 2 2 3 0 0 1 4 9 1 2
"ENSG00000260343" 1 0 0 0 0 0 0 0 0 0
"ENSG00000260344" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260345" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260347" 0 2 0 0 0 0 0 2 0 0
"ENSG00000260348" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260349" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260350" 0 0 1 3 2 0 2 0 2 1
"ENSG00000260351" 1 1 0 0 0 2 1 3 3 0
"ENSG00000260352" 1 5 3 4 27 20 12 15 8 5
"ENSG00000260357" 2 1 2 0 0 0 0 1 0 0
"ENSG00000260360" 5 16 14 15 22 25 18 26 7 15
"ENSG00000260361" 9 30 11 32 9 11 17 29 11 13
"ENSG00000260362" 0 0 1 1 0 0 0 0 0 0
"ENSG00000260364" 0 0 0 0 0 0 1 0 0 1
"ENSG00000260366" 5 11 2 7 1 2 4 2 5 7
"ENSG00000260367" 14 54 17 27 24 25 39 19 45 9
"ENSG00000260368" 4 5 6 21 33 8 19 18 14 4
"ENSG00000260369" 3 5 2 2 9 5 1 5 0 1
"ENSG00000260370" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260371" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260372" 1 1 3 1 1 4 0 0 3 8
"ENSG00000260375" 0 0 0 0 0 0 0 0 23 14
"ENSG00000260377" 0 0 0 3 2 0 0 0 0 0
"ENSG00000260378" 0 0 0 0 0 0 0 0 1 0
"ENSG00000260379" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260381" 2 12 2 0 2 2 6 0 5 0
"ENSG00000260382" 14 38 12 36 19 21 19 20 20 13
"ENSG00000260385" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260386" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260387" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260388" 7 24 4 5 16 17 9 8 6 5
"ENSG00000260389" 2 2 0 1 2 1 2 1 0 1
"ENSG00000260390" 0 0 1 1 1 2 4 0 1 0
"ENSG00000260391" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260392" 0 4 1 2 1 0 3 0 1 0
"ENSG00000260393" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260394" 10 18 6 8 10 8 8 7 21 17
"ENSG00000260395" 0 1 0 2 0 0 0 0 0 0
"ENSG00000260398" 0 0 6 9 0 5 1 0 5 1
"ENSG00000260399" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260400" 58 175 41 35 63 80 60 51 84 62
"ENSG00000260401" 7 7 15 67 125 114 15 7 40 71
"ENSG00000260402" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260403" 0 0 0 0 18 25 0 0 2 0
"ENSG00000260404" 343 734 175 336 468 506 465 362 506 225
"ENSG00000260405" 0 0 0 0 0 0 0 1 0 0
"ENSG00000260406" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260409" 14 42 4 1 59 38 4 3 1 4
"ENSG00000260410" 3 3 2 4 0 3 2 2 0 0
"ENSG00000260411" 0 0 2 0 0 0 0 0 1 0
"ENSG00000260412" 6 6 11 15 36 50 2 4 12 3
"ENSG00000260413" 0 1 0 0 0 0 0 0 0 0
"ENSG00000260414" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260416" 0 0 0 1 0 0 1 0 0 0
"ENSG00000260417" 0 0 1 5 2 0 0 0 1 0
"ENSG00000260418" 0 1 1 4 1 1 1 0 5 1
"ENSG00000260419" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260420" 0 0 0 0 2 0 4 4 2 3
"ENSG00000260422" 0 4 202 107 77 24 120 182 217 29
"ENSG00000260423" 852 2112 4323 3949 498 62 697 973 784 327
"ENSG00000260425" 2 17 10 8 18 13 11 14 14 2
"ENSG00000260426" 0 0 3 0 24 0 0 0 4 3
"ENSG00000260427" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260428" 18 75 30 60 157 246 28 24 331 94
"ENSG00000260430" 48 55 14 28 35 57 18 16 10 13
"ENSG00000260431" 0 0 0 1 0 0 0 0 0 0
"ENSG00000260433" 1 0 1 1 0 1 0 0 0 0
"ENSG00000260436" 0 0 1 1 0 0 0 0 2 0
"ENSG00000260438" 0 0 1 0 0 0 0 0 0 0
"ENSG00000260439" 0 3 3 2 15 6 6 7 4 9
"ENSG00000260440" 0 0 0 0 2 0 0 0 0 0
"ENSG00000260441" 2 4 3 7 3 2 3 2 4 3
"ENSG00000260442" 60 59 46 43 48 67 23 78 61 63
"ENSG00000260443" 0 0 2 1 0 0 0 0 0 0
"ENSG00000260444" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260445" 0 0 0 0 0 1 0 2 0 0
"ENSG00000260447" 4 4 2 4 2 5 2 0 2 0
"ENSG00000260448" 16 34 33 56 43 92 29 56 10 8
"ENSG00000260450" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260451" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260452" 0 2 3 0 1 1 2 1 1 1
"ENSG00000260454" 0 1 3 1 50 3 3 1 3 3
"ENSG00000260455" 20 51 54 46 22 30 49 36 20 8
"ENSG00000260456" 58 21 43 62 72 149 40 26 34 71
"ENSG00000260457" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260458" 0 0 3 0 0 1 0 0 3 2
"ENSG00000260459" 68 65 51 70 0 1 0 2 1 1
"ENSG00000260460" 0 1 0 0 0 0 0 1 1 0
"ENSG00000260461" 95 166 34 67 65 74 144 75 40 107
"ENSG00000260464" 7 1 58 65 28 34 36 131 19 12
"ENSG00000260465" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260466" 0 2 2 0 1 2 2 0 2 0
"ENSG00000260467" 0 0 1 0 3 1 0 0 3 0
"ENSG00000260468" 1 0 1 0 2 3 9 2 1 3
"ENSG00000260469" 0 0 0 0 0 1 0 0 1 0
"ENSG00000260470" 3 11 2 1 3 3 2 0 2 0
"ENSG00000260471" 0 0 0 0 2 0 1 0 0 0
"ENSG00000260472" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260473" 0 0 2 4 1 0 1 0 2 2
"ENSG00000260475" 2 4 11 7 7 4 8 6 5 6
"ENSG00000260476" 0 0 1 0 0 0 0 0 1 0
"ENSG00000260477" 0 0 3 0 0 0 0 0 0 0
"ENSG00000260478" 0 0 1 0 0 0 0 0 0 0
"ENSG00000260479" 0 0 0 0 3 0 0 1 0 1
"ENSG00000260480" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260482" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260483" 0 0 5 0 0 0 0 0 0 0
"ENSG00000260484" 0 0 0 6 0 0 1 0 1 0
"ENSG00000260487" 0 2 1 3 1 1 0 1 2 1
"ENSG00000260488" 0 1 0 0 2 0 2 0 1 0
"ENSG00000260490" 43 45 39 31 56 66 80 44 44 63
"ENSG00000260492" 1 0 0 0 0 4 0 0 0 0
"ENSG00000260493" 0 1 12 12 9 6 9 3 8 1
"ENSG00000260494" 1 7 3 1 1 1 3 1 1 4
"ENSG00000260495" 4 35 32 47 8 8 4 2 23 6
"ENSG00000260496" 0 0 0 1 4 2 0 0 1 0
"ENSG00000260497" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260498" 3 4 0 2 1 2 3 0 2 0
"ENSG00000260500" 5 4 1 4 5 7 1 8 3 4
"ENSG00000260504" 0 0 0 0 0 0 0 0 1 0
"ENSG00000260505" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260507" 1 1 0 1 0 0 0 0 0 0
"ENSG00000260509" 1 2 10 13 16 16 16 9 3 3
"ENSG00000260510" 2 3 0 1 3 0 0 0 2 1
"ENSG00000260511" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260514" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260515" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260516" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260517" 18 59 37 73 72 49 175 190 60 94
"ENSG00000260518" 187 472 3 3 1 2 7 1 9 13
"ENSG00000260519" 0 0 2 0 1 1 0 0 0 1
"ENSG00000260520" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260521" 110 202 34 72 39 47 38 12 20 25
"ENSG00000260522" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260524" 0 2 0 0 2 0 1 0 0 0
"ENSG00000260525" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260526" 47 119 122 47 35 69 59 53 94 43
"ENSG00000260528" 37 87 9 23 14 8 26 8 28 9
"ENSG00000260530" 0 0 7 7 0 0 0 0 49 0
"ENSG00000260532" 0 0 0 0 8 18 0 0 0 0
"ENSG00000260534" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260536" 0 1 7 5 2 1 1 9 5 1
"ENSG00000260537" 0 1 0 0 3 2 1 0 1 0
"ENSG00000260540" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260541" 5 2 4 3 6 6 10 10 5 5
"ENSG00000260542" 0 0 35 28 2 0 6 1 7 0
"ENSG00000260545" 0 1 1 0 1 2 1 5 1 0
"ENSG00000260548" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260549" 7 10 23 64 347 83 613 903 49 238
"ENSG00000260550" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260551" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260552" 80 147 38 72 73 208 108 316 54 69
"ENSG00000260555" 0 0 10 26 1 0 3 0 0 0
"ENSG00000260558" 0 0 1 7 1 0 3 0 1 1
"ENSG00000260563" 69 312 363 570 313 355 198 171 274 139
"ENSG00000260564" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260565" 173 940 262 306 953 466 326 379 803 202
"ENSG00000260566" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260568" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260569" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260570" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260571" 16 35 1 8 2 2 2 9 1 0
"ENSG00000260572" 7 40 78 90 45 92 12 7 71 19
"ENSG00000260573" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260574" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260575" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260576" 1 1 0 2 3 1 0 2 0 1
"ENSG00000260577" 393 338 159 244 4 16 0 1 38 12
"ENSG00000260578" 0 2 15 4 10 8 20 3 14 24
"ENSG00000260579" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260580" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260581" 2 0 7 3 0 3 3 0 6 7
"ENSG00000260582" 0 0 0 0 0 1 0 0 0 0
"ENSG00000260583" 4 11 0 2 4 6 7 5 15 4
"ENSG00000260584" 0 0 2 0 2 1 0 0 0 2
"ENSG00000260585" 0 2 7 2 14 7 7 3 6 0
"ENSG00000260586" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260588" 2 0 66 88 64 48 57 44 65 42
"ENSG00000260589" 15 85 62 80 35 27 42 17 59 12
"ENSG00000260590" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260592" 0 0 0 0 0 0 0 0 2 0
"ENSG00000260593" 0 0 1 0 8 2 0 0 2 1
"ENSG00000260594" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260595" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260596" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260597" 11 98 12 20 74 26 131 92 58 22
"ENSG00000260598" 0 0 0 0 1 0 0 0 1 0
"ENSG00000260599" 0 1 0 0 1 0 1 0 1 0
"ENSG00000260600" 0 0 0 0 1 0 0 0 0 0
"ENSG00000260601" 0 1 0 0 0 0 0 0 1 0
"ENSG00000260602" 2 0 0 1 4 1 3 0 1 0
"ENSG00000260603" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260604" 9 19 2 7 35 7 29 97 10 6
"ENSG00000260605" 0 0 0 0 1 1 0 0 0 0
"ENSG00000260608" 7 9 4 4 6 5 2 21 4 0
"ENSG00000260610" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260611" 6 0 11 9 1 1 0 1 2 0
"ENSG00000260612" 0 2 0 0 0 0 2 1 1 0
"ENSG00000260613" 0 2 1 2 6 1 1 1 0 0
"ENSG00000260614" 0 0 12 11 5 13 1 3 0 0
"ENSG00000260615" 4 9 5 3 3 1 12 3 1 6
"ENSG00000260616" 0 0 0 0 0 0 2 0 0 0
"ENSG00000260617" 0 0 0 1 0 0 0 0 0 0
"ENSG00000260618" 3 33 20 11 10 6 19 23 10 1
"ENSG00000260619" 1 1 70 133 3 2 13 27 44 15
"ENSG00000260620" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260621" 0 1 2 0 0 0 0 0 0 0
"ENSG00000260622" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260624" 0 0 6 0 0 0 0 0 0 0
"ENSG00000260625" 5 10 35 31 10 10 10 7 7 11
"ENSG00000260626" 0 0 0 0 1 0 0 0 0 0
"ENSG00000260628" 0 2 4 4 10 61 21 21 21 59
"ENSG00000260629" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260630" 207 310 43 72 330 454 139 174 51 137
"ENSG00000260631" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260633" 5 3 12 26 2 0 0 2 3 3
"ENSG00000260634" 0 0 1 1 12 28 2 0 2 1
"ENSG00000260635" 1 0 4 3 2 2 5 4 1 1
"ENSG00000260636" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260639" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260640" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260641" 1 9 0 4 49 43 6 44 20 7
"ENSG00000260642" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260643" 8 6 2 13 20 15 5 9 4 6
"ENSG00000260644" 30 70 259 134 27 54 1 1 3 5
"ENSG00000260645" 1 8 13 6 10 5 21 4 8 3
"ENSG00000260646" 0 5 5 6 2 5 1 1 12 7
"ENSG00000260647" 3 7 11 5 9 9 0 3 8 3
"ENSG00000260648" 0 0 0 1 0 0 0 0 1 1
"ENSG00000260649" 0 0 1 0 0 0 0 0 1 0
"ENSG00000260650" 0 0 0 0 1 0 2 1 0 0
"ENSG00000260651" 9 11 0 2 2 9 9 8 3 3
"ENSG00000260653" 6 32 14 22 1 6 0 2 4 7
"ENSG00000260657" 3 3 18 22 10 8 0 1 4 2
"ENSG00000260658" 21 43 0 0 25 26 3 1 1 2
"ENSG00000260659" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260660" 0 0 1 1 3 0 5 10 5 27
"ENSG00000260661" 0 12 1 0 0 1 2 2 1 0
"ENSG00000260662" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260664" 0 0 2 0 6 1 0 1 2 0
"ENSG00000260668" 1 0 11 4 17 31 7 5 11 29
"ENSG00000260669" 13 41 21 36 20 27 45 36 18 11
"ENSG00000260670" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260671" 1 5 1 0 0 0 2 2 3 0
"ENSG00000260672" 0 0 0 8 3 0 3 1 1 0
"ENSG00000260673" 23 22 3 3 0 0 0 0 1 0
"ENSG00000260674" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260675" 0 0 1 0 1 0 0 0 0 0
"ENSG00000260676" 0 0 0 0 0 0 0 1 0 0
"ENSG00000260677" 0 0 0 0 1 2 0 0 0 0
"ENSG00000260678" 0 1 0 0 0 1 1 1 0 0
"ENSG00000260679" 0 0 3 2 1 0 1 0 0 13
"ENSG00000260680" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260681" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260682" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260683" 1 123 0 1 0 0 0 0 0 1
"ENSG00000260685" 0 2 1 0 1 0 1 1 0 0
"ENSG00000260686" 43 78 108 59 37 59 33 27 46 20
"ENSG00000260687" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260688" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260689" 1 3 0 1 5 2 4 2 0 0
"ENSG00000260690" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260691" 0 1 7 2 22 22 3 7 2 2
"ENSG00000260693" 3 0 0 4 8 5 18 1 4 0
"ENSG00000260694" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260695" 0 0 0 0 8 0 35 15 4 8
"ENSG00000260698" 5 50 32 75 27 26 28 12 25 5
"ENSG00000260701" 0 0 0 0 0 0 1 0 0 0
"ENSG00000260702" 0 0 0 0 4 2 0 0 0 0
"ENSG00000260704" 0 0 6 2 15 18 3 1 0 3
"ENSG00000260706" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260708" 205 425 697 721 858 782 348 282 70 98
"ENSG00000260710" 0 0 0 0 0 0 0 1 0 0
"ENSG00000260711" 0 3 28 25 67 97 8 1 19 14
"ENSG00000260714" 0 0 3 2 4 0 1 1 0 0
"ENSG00000260715" 0 0 2 0 2 1 0 0 0 0
"ENSG00000260719" 1 3 13 9 1 0 5 4 3 2
"ENSG00000260720" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260721" 0 0 0 0 0 0 0 0 17 0
"ENSG00000260722" 1 0 0 0 0 0 0 0 0 0
"ENSG00000260723" 0 0 0 0 0 1 0 1 0 0
"ENSG00000260724" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260725" 0 0 0 1 0 0 0 0 0 0
"ENSG00000260726" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260727" 155 161 26 20 64 101 24 58 52 57
"ENSG00000260729" 0 33 65 85 3 13 10 5 19 4
"ENSG00000260731" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260733" 0 0 0 0 1 0 1 0 0 0
"ENSG00000260734" 0 0 0 2 4 0 0 0 0 0
"ENSG00000260735" 2 5 9 3 22 16 2 3 45 6
"ENSG00000260737" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260738" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260739" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260740" 4 1 0 0 0 0 0 0 0 0
"ENSG00000260741" 0 0 1 0 0 0 0 0 1 0
"ENSG00000260742" 36 45 34 28 43 48 18 16 22 26
"ENSG00000260743" 8 9 12 12 15 24 13 4 7 5
"ENSG00000260744" 0 0 2 1 0 0 2 2 1 0
"ENSG00000260746" 3 3 0 0 2 0 0 0 0 0
"ENSG00000260747" 45 31 28 29 18 21 33 8 13 22
"ENSG00000260750" 9 13 7 5 5 11 4 2 8 13
"ENSG00000260751" 3 60 31 45 28 22 38 33 57 5
"ENSG00000260755" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260756" 0 0 4 0 0 0 0 0 1 0
"ENSG00000260757" 13 39 27 10 18 1 8 1 4 6
"ENSG00000260758" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260759" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260760" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260761" 3 3 20 18 0 2 1 0 1 0
"ENSG00000260762" 0 0 0 1 0 0 3 0 0 0
"ENSG00000260763" 1 0 0 1 0 0 0 0 0 0
"ENSG00000260764" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260765" 0 0 0 0 0 0 0 0 1 0
"ENSG00000260766" 145 284 870 1427 631 1068 368 402 623 182
"ENSG00000260769" 0 0 0 2 0 0 0 0 0 0
"ENSG00000260771" 0 0 0 1 0 0 0 0 0 1
"ENSG00000260772" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260773" 0 10 17 12 11 12 4 1 13 3
"ENSG00000260774" 6 33 17 17 40 36 27 19 30 17
"ENSG00000260776" 0 0 7 6 8 5 19 8 2 4
"ENSG00000260777" 0 0 3 8 4 1 0 0 1 1
"ENSG00000260778" 34 79 53 75 48 97 26 21 64 46
"ENSG00000260779" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260780" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260781" 1 0 1 8 15 16 16 7 8 13
"ENSG00000260782" 0 0 0 0 3 7 0 4 2 1
"ENSG00000260784" 0 3 2 0 0 2 6 1 3 2
"ENSG00000260785" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260786" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260788" 1973 1513 111 124 14 9 2 3 2 1
"ENSG00000260790" 1 3 0 1 4 0 0 3 1 2
"ENSG00000260792" 8 12 4 0 4 2 15 20 2 6
"ENSG00000260793" 22 46 61 149 56 33 72 23 206 76
"ENSG00000260795" 0 0 13 1 0 0 3 0 0 0
"ENSG00000260796" 2 6 5 7 10 4 10 8 5 1
"ENSG00000260797" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260798" 0 0 1 2 0 0 0 0 0 0
"ENSG00000260799" 0 0 0 0 0 0 1 2 0 0
"ENSG00000260802" 1 17 4 17 3 6 4 3 223 25
"ENSG00000260803" 0 1 0 2 2 1 2 4 5 0
"ENSG00000260804" 119 275 613 1104 479 513 667 437 217 353
"ENSG00000260805" 147 231 182 230 166 303 84 98 35 57
"ENSG00000260806" 22 43 91 72 53 84 46 59 16 18
"ENSG00000260807" 8 9 71 50 4651 5732 683 872 276 111
"ENSG00000260808" 0 5 13 6 6 1 9 9 20 5
"ENSG00000260809" 1 5 3 4 1 2 5 1 0 1
"ENSG00000260810" 0 6 2 8 5 2 13 7 8 10
"ENSG00000260811" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260812" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260814" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260815" 0 0 1 0 4 4 2 0 0 1
"ENSG00000260816" 0 1 9 16 3 1 6 0 6 7
"ENSG00000260817" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260818" 0 0 0 0 6 0 0 0 0 0
"ENSG00000260822" 1345 1938 712 1397 901 2352 476 541 1797 1109
"ENSG00000260823" 0 0 1 0 0 1 1 0 1 0
"ENSG00000260827" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260828" 0 2 1 9 0 1 0 0 6 0
"ENSG00000260830" 1 7 3 9 10 8 20 16 6 8
"ENSG00000260832" 0 0 0 0 2 1 0 0 0 0
"ENSG00000260834" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260835" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260836" 0 0 0 1 0 0 3 2 1 0
"ENSG00000260837" 38 60 43 60 30 53 41 15 137 22
"ENSG00000260838" 0 0 0 2 18 31 0 0 2 3
"ENSG00000260840" 0 0 2 0 1 1 0 0 3 0
"ENSG00000260844" 0 0 2 2 0 1 0 0 2 0
"ENSG00000260845" 0 0 1 0 0 0 0 0 0 0
"ENSG00000260846" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260847" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260848" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260850" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260851" 2 1 0 0 0 0 0 2 0 0
"ENSG00000260852" 88 331 96 146 459 340 336 215 71 88
"ENSG00000260853" 10 128 40 30 52 35 70 60 64 21
"ENSG00000260854" 7 18 19 7 0 20 0 0 0 0
"ENSG00000260855" 45 251 15 23 242 217 142 180 35 32
"ENSG00000260857" 89 167 4 10 5 0 0 0 1 0
"ENSG00000260858" 0 0 0 1 0 0 0 1 3 0
"ENSG00000260859" 0 1 0 0 3 0 1 0 0 2
"ENSG00000260860" 0 10 3 0 0 0 0 0 0 0
"ENSG00000260861" 0 0 0 0 0 1 1 0 0 1
"ENSG00000260862" 0 0 0 0 0 0 0 0 1 4
"ENSG00000260863" 0 0 0 0 0 0 1 0 0 0
"ENSG00000260864" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260865" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260866" 2 0 0 0 0 0 0 0 0 0
"ENSG00000260867" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260868" 2 0 10 8 8 3 24 14 12 22
"ENSG00000260869" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260870" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260871" 4 6 14 6 8 11 1 4 2 0
"ENSG00000260874" 3 6 1 7 36 25 4 6 9 5
"ENSG00000260876" 6 1 3 4 3 2 1 0 0 2
"ENSG00000260877" 2 86 14 14 1 0 78 30 5 36
"ENSG00000260878" 0 0 0 0 60 134 1 9 7 0
"ENSG00000260879" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260880" 2 0 42 87 73 138 92 100 31 24
"ENSG00000260882" 0 0 0 0 0 1 1 0 1 0
"ENSG00000260883" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260884" 10 63 26 24 17 17 13 18 9 1
"ENSG00000260886" 0 0 2 0 3 5 0 0 0 0
"ENSG00000260887" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260889" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260891" 0 1 12 2 2 3 2 5 11 1
"ENSG00000260892" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260894" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260895" 0 1 3 0 2 1 0 0 1 1
"ENSG00000260896" 1 122 0 2 20 14 5 6 0 1
"ENSG00000260897" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260898" 7 5 7 22 1 2 33 40 12 9
"ENSG00000260899" 1 2 1 1 0 3 6 8 0 0
"ENSG00000260900" 0 1 1 0 1 2 0 0 0 0
"ENSG00000260902" 0 0 0 0 0 0 0 1 2 0
"ENSG00000260903" 0 0 1 1 2 6 0 6 2 2
"ENSG00000260905" 0 1 2 1 0 1 1 0 0 0
"ENSG00000260907" 0 0 4 5 71 50 2 1 37 18
"ENSG00000260908" 0 1 0 2 0 0 2 0 0 0
"ENSG00000260909" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260910" 1 9 9 29 61 27 38 23 112 69
"ENSG00000260911" 3 19 8 14 8 5 6 7 11 5
"ENSG00000260912" 59 70 267 256 88 141 144 140 261 173
"ENSG00000260913" 1 0 0 0 0 0 0 0 0 0
